Metareview,Summary
"After reading the reviews and rebuttal and looking over the paper, I feel that the results are indeed strong, and the paper could have an impact in terms of exploiting the relationship among action dimensions. Maybe the only detail that I would add is that going through the example given in Fig 1 completely could be useful as it might not be perfectly obvious how (e.g. considering a simple mixing function like summation) one retrieves the q values for someone not familiar with this particular topic. ","Your task is to generate concise summaries for the metareviews of various papers in the field of [insert specific field, e.g., machine learning]. Ensure that the summary is concise, informative, and accurately represents the content of the paper. Your summary should be between 2 to 4 sentences long. Focus on highlighting the main contributions, strengths, weaknesses, and overall recommendation as evaluated by the reviewers. Overall, the paper received a positive recommendation with minor revisions."
"The authors analyze the latent representation of visual features from natural movies in the salamander retina using a U-net. They train an encoder to learn a compressed latent representation from a large population of salamander retinal ganglion cells responding to natural movies, while a decoder samples from this compressed latent space to generate the appropriate movie frame. They characterize its representation of “time in the natural scene” in the latent space of their model.

Overall, the reviewers expressed a lot of interest in the topic and valued the novel application to salamander retinal data. There were some questions about the significance of the finding, and through the rebuttal period, the authors provided a number of experiments to compare against other variants of their baselines (and ablations), with some reviewers increasing their scores in favor of acceptance. 

At the same time, there was concern that the U-Net architecture could potentially reconstruct the movie without any retinal data. Thus, it was not entirely clear whether the model was truly leveraging the retinal data to obtain meaningful outputs. Unfortunately, this concern was not fully addressed in the revision, leaving the reviewers overall with mixed views but the majority in favor of acceptance.
","The paper introduces a novel neural network training approach, leveraging recent advancements in optimization techniques. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods. Overall, the paper received a positive recommendation with minor revisions. The reviewers expressed a lot of interest in the topic and valued the novel application to salamander retinal data."
"Dear Authors,

Thank you for submitting your manuscript to CoRL. I'm happy to inform you that your paper is acceptable for publication. We have completed the review of your manuscript and a summary is appended below. 
The reviewers have advised accepting your manuscript as a poster after improvement of the quality of the manuscript presentation based on the comments.
Please note it is crucial to incorporate all provided explanations from authors to convince the reviewers and recommended editing into the final manuscript.

Regards,","Your task is to generate concise summaries for the metareviews of various papers in the field of [insert specific field, e.g., machine learning]. Ensure that the summary is concise, informative, and accurately represents the content of the paper. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods. However, some concerns about generalization were raised regarding the generalization of the approach to different datasets. Overall, the paper received a positive recommendation with minor revisions."
"Meta Review: In this paper, the authors proposed a new method for forecasting and other prediction  analyses for multiple time series dynamic networks. All the reviewers consider that the proposed method is fundamental and useful.

","This paper proposes a novel approach to neural network training, leveraging recent advancements in optimization techniques. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods. Overall, the paper received a positive recommendation with minor revisions. All reviewers consider that the proposed method is fundamental and useful."
"This paper studies a learning scenario in which there exist 2 classes of examples: ""predictable"" and ""noise"". Learning theory is provided for this setting and a novel algorithm is devised that identifies predictable examples and makes predictions at the same time. A more practical algorithm is devised as well. Results are supported by experiments.

Reviewers have raised a number of concerns (ranging from how realistic this settings is to missing references). Overall they found this work interesting and relevant to ML community and appreciate the effort that authors have put in in their thoughtful response. However, after a thorough deliberation conference program committee decided that the paper is not sufficiently strong in its current form to be accepted.","This paper proposes a novel approach to neural network training, leveraging recent advancements in optimization techniques. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods. Overall, the paper received a positive recommendation with minor revisions. The reviewers have raised a number of concerns regarding the generalization of the approach to different datasets."
"This manuscript proposes spread divergences as a technique for extending f-divergences to distributions with different supports. This is achieved by convolving with a noise distribution. This is an important topic worth further study in the community, particularly as it related to training generative models.

The reviewers and AC opinions were mixed, with reviewers either being unconvinced about the novelty of the proposed work, or expressing issues about the clarity of the presentation. Further improvement of the clarity, combined with additional convincing experiments would significantly strengthen this submission.","This paper proposes a novel approach to neural network training, leveraging recent advancements in optimization techniques. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods. Overall, the paper received a positive recommendation with minor revisions. The reviewers and AC opinions were mixed, with reviewers either being unconvinced about the novelty of the paper, or expressed issues about the clarity of the presentation."
"The paper gives an extension of the transformer model that is suited to computing representations of source code. The main difference from transformers is that the model takes in a program's abstract syntax tree (AST) in addition to its sequence representation, and utilizes several pairwise distance measures between AST nodes in the self-attention operation. The model is evaluated on the task of code summarization for 5 different languages and shown to beat two state-of-the-art models. One interesting observation is that a model trained on data from all languages outperforms the monolingual version of the model.

The reviewers generally liked the paper. The technical idea is simple, but the evaluation is substantial and makes a convincing case about setting a new state of the art. The observation about multilingual models is also interesting. While there were a few concerns, many of these were addressed in the authors' responses, and the ones that remain seem minor. Given this, I am recommending acceptance as a poster. Please incorporate the reviewers' comments in the final version. ","The paper introduces a novel approach to neural network training, leveraging recent advancements in optimization techniques. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods. Overall, the paper received a positive recommendation with minor revisions. The reviewers generally liked the paper. The technical idea is simple, but the evaluation is substantial and makes a convincing case about setting a new state of the art."
"The paper unanimously receives positive rates thanks to strong motivations and interesting results. As the reviews show satisfaction on the authors’ feedback, the final draft needs to respect it accordingly, for example, about the limitations of this research. ","Your task is to generate concise summaries for the metareviews of various papers in the field of [insert specific field, e.g., machine learning]. Ensure that the summary is concise, informative, and accurately represents the content of the paper. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods. However, some concerns were raised regarding the generalization of the approach to different datasets. Overall, the paper received a positive recommendation with minor revisions."
"The manuscript proves a new (finite-sample) generalization bound for generalized linear models, using Moreau envelope theory. The paper also provides experimental validation.

While the results only hold for Gaussian data, I believe there is some interesting novel results which might inspire some future work in the learning theory community. (In comparison, several novel frameworks have been created in the past for other problems, in which the initial versions assumed Gaussianity, e.g., the work on support recovery on sparse linear regression, for instance.)

Several technical clarifications regarding the assumptions (e.g., surrogate distribution, comparison to prior results) were asked by the reviewers, which the authors thoroughly and successfully addressed during the rebuttal phase. I recommend adding this to the camera-ready version of the paper, as well as other discussions and clarifications raised by all the reviewers.","The paper proposes a novel approach to neural network training, leveraging recent advancements in optimization techniques. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods. Overall, the paper received a positive recommendation with minor revisions."
"In this paper, the authors tackle the problem of demonstrators and learners having different observation spaces, by proposing an importance-weighted learning algorithm to bring the support of the imitator state marginal closer to that of the expert demonstrator's state marginal. 

All reviewers have voted to weak accept, but it would seem that this year's NeurIPS mechanism of reviewer assignment has resulted in a much higher acceptance rate than typical, with 80%+ of the AC batch having accept votes. As such, I am tasked with the tough job of rejecting some papers that reviewers were only lukewarmly excited about. It pains me to do this to a paper that reviewers have found methodologically correct. I will be recommending this paper be rejected based on calibration against other papers I'm AC'ing, mostly for the following reason:

The HOIL paper assumes a problem setting where:

1. expert observations with more privilege observations than learner: 
2. access to expert observations being high cost and invasive 
3. importance-weighting the data to close the support between learner and expert state distributions mitigates (1) and (2)

However, it's not demonstrated that (1) and (2) is an actual problem in practical applications. Is sensor mismatch between human and autonomous vehicles the actual problem for learning? Do self-driving cars even utilize a policy formulation explored in the HOIL paper? How big are these state / support mismatches in practice, and couldn't they be mitigated by simpler methods? This paper is the first I've heard suggested that sensor mismatch between humans and autonomous vehicle sensors is the bottleneck for performance. If we remove this motivation from the paper and only consider the importance weighting algorithm used for removing out of distribution examples, then it doesn't feel quite as novel as there are many works that propose some kind of distribution-projection step as a way to mitigate state marginal differences between teachers and learners (e.g. CQL). 

In fact, the setting (1) is not only avoided, but actively exploited by some learning papers (Asymmetric Actor Critic, Guided Policy Search, and other ideas) to *boost* the sample efficiency of learning, with the idea that the asymmetry in state support allows experts to provide useful learning signal in a way that the learner cannot adversarially overfit easily. 

From reviewer pD56, 
```
I didn't find the authors' response to be particularly convincing (the self-driving example doesn't seem like a good fit for what they're doing, and I think they're conflating differences in perceptual accuracy with differences in sensing hardware).
```
","This paper introduces a novel neural network training approach, leveraging recent advancements in optimization techniques. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods. Overall, the paper received a positive recommendation with minor revisions. The reviewers have voted to weak accept, but it is not demonstrated that (1) and (2) is an actual problem in practical applications. The paper is the first I've heard suggested that sensor mismatch between humans and autonomous vehicle sensors is the bottleneck for performance."
"This paper was reviewed by 4 reviewers who scored the paper below acceptance threshold even after the rebuttal. Reviewer 4 is concerned about motivation, Reviewer 2 rightly points out that there exist numerous works that use some form of spectral layers in a deep setting on challenging datasets - something lacking in this work. Reviewer 3 is concerned about limited discussion on lie groups and the overall benefit of expm(.). Reviewer 1 reverberates the same comments regarding insufficient experiments,  comparisons and limited motivation. We encourage authors to consider all pointers given by reviewers in any future re-submission.","This paper proposes a novel approach to neural network training, leveraging recent advancements in optimization techniques. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods. Overall, the paper received a positive recommendation with minor revisions."" Reviewer 4 is concerned about motivation, reviewer 3 rightly points out that there exist numerous works that use some form of spectral layers in a deep setting on challenging datasets. Reviewer 1 reverberates the same comments regarding insufficient experiments, comparisons and limited motivation."
"The reviewers are in agreement that this is a well-motivated paper and should be accepted. As R1 mentioned, the contribution does not lie in a novel visualization but rather in the process, insights, and patterns learned during the design and evaluation process. 

The reviewers also agreed that the design implications section lacked depth. This is the one area where the paper has the biggest scope of improving. The reviewers have offered suggestions for different approaches to addressing this shortcoming. 

Some other comments worth highlighting:
R1 has raised some concerns regarding how the 5 questions were selection and would like added details regarding the process. 
R2 would like some discussion around the prior approach or set-up that this system replaced. 
R3 has provided detailed feedback on minor changes which will improve the overall readability of the paper and can be accomplished prior to the camera ready submission.","This paper proposes a novel approach to neural network training, leveraging recent advancements in optimization techniques. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods. Overall, the paper received a positive recommendation with minor revisions. The reviewers are in agreement that this is a well-motivated paper and should be accepted."
"This paper proposes a latent variable approach to the neural module networks of Andreas et al, whereby the program determining the structure of a module network is a structured discrete latent variable. The authors explore inference mechanisms over such programs and evaluate them on SHAPES.

This paper may seem acceptable on the basis of its scores, but R1 (in particular) and R3 did a shambolic job of reviewing: their reviews are extremely short, and offer no substance to justify their scores. R2 has admirably engaged in discussion and upped their score to 6, but continue to find the paper fairly borderline, as do I. Weighing the reviews by the confidence I have in the reviewers based on their engagement, I would have to concur with R2 that this paper is very borderline. I like the core idea, but agree that the presentation of the inference techniques for V-NMN is complex and its presentation could stand to be significantly improved. I appreciate that the authors have made some updates on the basis of R2's feedback, but unfortunately due to the competitive nature of this year's ICLR and the number of acceptable paper, I cannot fully recommend acceptance at this time.

As a complete side note, it is surprising not to see the Kingma & Welling (2013) VAE paper cited here, given the topic.","This paper proposes a novel approach to neural network training, leveraging recent advancements in optimization techniques. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods. Overall, the paper received a positive recommendation with minor revisions. The reviewers are extremely short, and offer no substance to justify their scores. I agree with R2 that this paper is very borderline, and that the presentation of the inference techniques for V-NMN is complex and its presentation could stand to be significantly improved."
"## Description
The paper discovers interesting phenomena in training neural networks with binary weights:
- Connection between latent weight magnitude and how important its binarized version for the network performance
-training dynamics, indicating that large latent weights are identified and stabilize early on
- Observation that amongst learned binary kernel, several specific patterns prevail, up to the bits who's reversal has very little effect. This is so regardless of the architecture, the layer considered or the dataset. 
The paper further demonstrates how these observations may be used to compress binary neural networks below 1 bit per weight.

## Review Process and Decision
The reviewers welcomed the experimental investigation of new phenomena, but commented the overall technical quality of the work as somewhat substandard. The redundancy of consecutive affine transforms is known and not connected to binary weights investigation. The investigation itself lacks a more in-depth analysis. The proposed compression results appeared not convincing to reviewers since a significant drop of accuracy occurs. The AC shares these concerns and supports rejection.

## General Comments
From my perspective, the study undertaken is methodologically „wrong“. An ad-hoc training method is investigated, which is not even clearly defined in the paper (there are many „STE“ variants) and for which it is not known what it is doing, what are the real-valued weights for and whether they are needed at all (as empirically argued by Helwegen et al. (2019)). As such, the investigation makes impression of poking a black box (the training method in this case). At the same time, there are more clear learning formulations, applicable in the setting of the paper (binary weights), in particular considering the stochastic relaxation:
* Shayer et al. (2017): Learning Discrete Weights Using the Local Reparameterization Trick
* Roth et al. (2019): Training Discrete-Valued Neural Networks with Sign Activations Using Weight Distributions
* Peters et al. (2018): Probabilistic binary neural networks

These methods are approximate, but at least the optimization is well posed and it is known what do the real-valued weights represent (e.g. logits of binary weight probabilities).
From this perspective, it can be seen that latent weights close to 0 correspond to Bernoulli weights that are almost fully random (and thus only contribute noise) and are fragile to gradient steps. Therefore the model can only perform well if it learns to be robust to their state or their state becomes more deterministic (corresponding to large latent weight). So one would actually expect to see in these models phenomena similar to the observed in the paper and not bee too much surprised or astonished by them. Furthermore, there are recent works explaining STE and its latent weights as optimizing the stochastic relaxation:
* Meng et al. (2020): Training Binary Neural Networks using the Bayesian Learning Rule
* Yanush et al. (2020): Reintroducing Straight-Through Estimators as Principled Methods for Stochastic Binary Networks. 

The authors are encouraged to make the observed phenomena more explainable by connecting to the mentioned works.

## Further Details

*  „We show that in the context of using batch normalization after convolutional layers, adapting scaling factors with either hand-crafted or learnable methods brings marginal or no accuracy gain to final model.“

From theoretical perspective, this is obvious and known to me. Practically, there could be in principle some difference due to the learning dynamics, and verifying that there is none is a useful but a weak contribution. The section devoted to this issue can be given in the appendix but is not justified in the main paper.

* „change of weight signs is crucial in the training of BWNs“

The sign determines the binary weights, so this is by definition.

* „ Firstly, the training of BWNs demonstrates the process of seeking primary binary sub-networks whose weight signs are determined and fixed at the early training stage, which is akin to recent findings on the lottery ticket hypothesis for efficient learning of sparse neural networks“

In the lottery ticket hypothesis paper it is shown explicitly that the identified sparse subnetwork changes during the learning the most rather than retains its initialization state or the state in the beginning of the training. It is therefore could be of a different nature.
","The paper introduces a novel approach to neural network training, leveraging recent advancements in optimization techniques. Reviewers found the experimental results compelling, although some concerns about generalization were noted. Overall, the paper received a positive recommendation with minor revisions. The reviewers welcomed the experimental investigation of new phenomena in training neural networks with binary weights, but commented the overall technical quality of the work was somewhat substandard."
"This paper demonstrates that deep networks can memorize adversarial examples of training data with completely random labels, which motivates some analyses on the convergence and generalization of adversarial training (AT). The authors identify a significant drawback of memorization in AT that could result in robust overfitting and propose a new algorithm to mitigate this drawback. Experiments on benchmark datasets validate the effectiveness of the proposed algorithm. One of the reviewers is concerned about (1) the validity of stability analysis where 80% of the data labels are noisy, and the perturbation (64/255) is large, (2) the gap between theory and practice, and (3) novelty. The authors have made a great effort to address these concerns. Although there is still no consensus after the author's response, the majority of the reviewers are in strong support. I, therefore, recommend acceptance.","This paper proposes a novel approach to neural network training, leveraging recent advancements in optimization techniques. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods. Overall, the paper received a positive recommendation with minor revisions. The reviewers identified a significant drawback of memorization in AT that could result in robust overfitting and propose a new algorithm to mitigate this drawback."
"This submission proposes a method for learning convolutional filters with trainable size, that builds on top of multiplicative filter networks.  Anti-aliasing is achieved by parametrization with anisotropic Gabor filters.  The reviewers were unanimous in their opinion that the paper is suitable for acceptance to ICLR.  The authors are encouraged to make use of the extensive reviewer discussion in improving the final version of the paper.","This paper proposes a novel approach to neural network training, leveraging recent advancements in optimization techniques. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods. Overall, the paper received a positive recommendation with minor revisions. The reviewers were unanimous in their opinion that the paper is suitable for acceptance to ICLR."
"Strengths 

The paper presents a method of training two-level hierarchies that is based on relatively intuitive ideas and that performs well.
The challenges of hierarchical RL makes this an important problem. The benefits of periodicity and the
separation of internal state from external state is a clean principle that can potentially be broadly employed. 
The method does well in outperforming the alternative baselines.

Weaknesses

There is no video of the results. There is related work, i.e., [Peng et al. 2016] (rev 4) uses 
a policy ensemble;  phase info is used in DeepLoco/DeepMimic; methods such as ""Virtual Windup Toys for Animation"" 
exploited periodicity (25y ago);  More comparisons with prior work such as Florensa et al. would help. 
The separation of internal and external state is an assumption that may not hold in many cases.
The results are locomotion focussed. There are only two timescales.

Decision

The reviewers are largely in agreement to accept the paper. 
There are fairly-simple-but-useful lessons to be found in the paper
for those working on HRL problems, particularly those for movement and locomotion. 
The AC sees the novely with respect to different pieces of related work is the weakest point of the paper.  
The reviews contain good suggestions for revisions and improvements;  the latest version may take care
of these (uploaded after the last reviewer comments). Overall, the paper will make a good contribution
to ICLR 2019.
","The paper presents a method of training two-level hierarchies that is based on relatively intuitive ideas and that performs well in outperforming the alternative baselines. The results are locomotion focused and there are only two timescales. Overall, the paper will make a good contribution to ICLR 2019."
"This paper proposes a differentiable meta-solver applicable to large-scale combinatorial optimization. After a thorough discussion phase, all the reviewers are on the positive side of this paper. The reviewers appreciated the novelty of this paper and the importance of scaling neural combinatorial optimization for large-scale instances. Overall, I recommend acceptance for this paper.

However, the reviewers also showed concerns about the presentation of this paper. The gap between generalization and testing performance is not clearly discussed and the connection to prior works using continuous latent space should be clearly stated. Since scalability is an important issue, it would be useful to clear up time/objective comparison and unify experimental settings as suggested by Reviewer fQdp and fe3B.


","This paper proposes a novel approach to neural network training, leveraging recent advancements in optimization techniques. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods. Overall, the paper received a positive recommendation with minor revisions. The reviewers appreciated the novelty of this paper and the importance of scaling neural combinatorial optimization for large-scale instances."
"The paper contains interesting ideas and fits well within MIDL's short paper scope of also providing a live discussion space for accepted journal publications. Given that unfortunately only one reviewer was available, whose weak reject is mostly based on formatting, I believe that the paper can still be accepted. However, I strongly urge the authors to reformat their paper to be consistent with the MIDL style when preparing the camera-ready version.","Your task is to generate concise summaries for the metareviews of various papers in the field of [insert specific field, e.g., machine learning]. Ensure that the summary is concise, informative, and accurately represents the content of the paper. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods. Overall, the paper received a positive recommendation with minor revisions."
"This paper proposes improving human interpretability and manipulability of neural representations by obtaining syntactic roles (here, subject, object, prepositional object, and main verb) without supervision by means of them becoming linked to latent variables in a novel proposed attention-driven VAE (ADVAE) model, which provides cross attention between a language transformer and latent variables. The paper argues that syntactic roles are quite central to meaning interpretation and that the ADVAE recovers them better than LSTM or Transformer (with mean pooling) VAEs.

This is a quite interesting direction and paper. There was active discussion with the reviewers, one of whom (9pDc) moved their rating from reject to quite strong support, while the other reviewers either sat on the fence or raised from reject to borderline. Nevertheless, I overall tend to agree that the paper is still lacking in empirical support, a view clearly shared by reviewers WuPD and 7uFL. The SNLI data is very simple descriptive sentences, nearly all in the form of S V O or S V PP. Would this work on more complex data, in other languages, or with more word order variation? There isn't very much investigation, but the new results added during reviewing based on Yelp data seem to offer more concerns than confidence. These are also very short sentences but with more varied structure and some complementation. It seems like D_{dec} is now very low (much lower than for the sequence VAE), the ability to distinguish out grammatical roles seems limited to {subj} vs. {dobj, pobj} in the encoder and none at all in the decoder (Figure 6/7). And then for the examples in Appendix D, the disentanglement abilities barely seem stronger than being able to pick out subjects, though when there are sentences with subordinate clauses, it is perhaps random which subject you get. The resampled realizations in appendix H also seem to show limited disentanglement: resampling the subject usually seems to change the object as well, often markedly. No convincing downstream applications are shown. As such, while I agree that disentanglement is at the heart of representation learning, I can't get on board with reviewer 9pDc feeling that this paper now has convincing results. Reviewer 7uFL also emphasizes that there is no strong reason that the latent variables have to align with syntactic roles. In particular, the motivation in NMT whereby constituents clump and reorder together does not exist here. It may only work for the very simple and regular sentences of SNLI.

Hence, overall, I feel that this method needs more extensive validation on harder, more varied data sets before it becomes a convincing contribution, and so I propose rejecting the paper at this point in time. Nevertheless, I do think the topic is interesting and this approach has the potential to be good.","This paper proposes a novel approach to neural network training, leveraging recent advancements in optimization techniques. Reviewers found the experimental results compelling, although some concerns about generalization were noted. Overall, the paper received a positive recommendation with minor revisions. The reviewers also expressed concerns about the generalization of the approach to different datasets."
"This paper introduces a prompting technique for eliciting factual knowledge from frozen pretained transformer LMs. The key idea is to modify the embeddings produced by the embedding layer before they are passed to the first attention layer and the paper investigates several different design choices. The Reviewers all agree that the paper tackles an important problem with interesting methods, that it is well written and has strong results. The main concerns, raised by Reviewer jddf, were about clarifying the connections to the robust optimization literature and evaluating on OOD relations. The former has been addressed in the revised version. While the latter point remains valid, I find that the paper in its current state has enough useful experiments and analysis to warrant publication. The authors have clarified most of the other points raised by the reviewers in their rebuttal.","This paper introduces a novel approach to neural network training, leveraging recent advancements in optimization techniques. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods. Overall, the paper received a positive recommendation with minor revisions. The reviewers agree that the paper tackles an important problem with interesting methods, that it is well written and has strong results. The main concerns raised by Reviewer jddf were about clarifying the connections to the robust optimization literature and evaluating on OOD relations."
"The paper studies the behavior cloning based strategies of offline RL algorithms in different type of environments and reports that performance primarily depends on model size and regularization. The results contradict some of the earlier claims, and the authors conjecture that model size and regularization characteristics can explain past results.  

During the review period, the reviewers agreed that the paper has certain merits, and on the other hand, they also raised some concerns, regarding some missing technical details, whether the empirical finding could be trusted, the generalization of the findings to more scenarios, and the comparison with some highly related papers. The authors did a good job in their rebuttal, which removed many of the above concerns (although not all) and convinced the reviewers to raise their scores. As a result, we believe it is fine to accept the paper (although somehow like a weak accept).","The paper proposes a novel approach to neural network training, leveraging recent advancements in optimization techniques. Reviewers found the experimental results compelling, but some concerns about generalization were noted. Overall, the paper received a positive recommendation with minor revisions. The reviewers agreed that the paper has certain merits, and on the other hand, they raised some concerns regarding some missing technical details, whether the empirical finding could be trusted, and the comparison with some highly related papers. The authors did a good job in their rebuttal, which is based on the results of the reviewers. The paper studies the behavior cloning based strategies of offline RL algorithms."
"This paper considers the problem of online reinforcement learning in two-player zero-sum Markov games. They consider a class of Markov games called kernel mixture Markov games, which extend the linear mixture MDP setting considered in prior work to the RKHS setting. The main result is to propose and algorithm called KernelCCE-VTR, which uses the principle of value-targeted regression to achieve regret bounds that scale with the effective dimension of the kernel. The authors also provide an improved variant of the algorithm based on Bernstein-type confidence bonuses.

The reviewers found the setting to be important and found the paper to be well-written, and agreed that the main results are technically challenging and likely to be a useful starting point for future work on learning Markov games with function approximation. The main issue raised by the reviewers is that the algorithm design and analysis appears to be based on a combination of well-known existing techniques for simpler settings---for the final revision, the paper can be strengthened by more strongly advocating for the novelty required in combining these techniques.
","This paper proposes a novel approach to neural network training, leveraging recent advancements in optimization techniques. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods. Overall, the paper received a positive recommendation with minor revisions. The main issue raised by the reviewers is that the algorithm design and analysis appears to be based on well-known existing techniques for simpler settings. The reviewers agreed that the main results are technically challenging and likely to be useful starting point for future work on learning Markov games with function approximation."
"The reviewers agree that the idea of introducing structural biases in the attention mechanism is interesting but the results and presentation right now is not convincing. Improvements are seen on only some datasets and the comparisons are not exact.
A reject.","Your task is to generate concise summaries for the metareviews of various papers in the field of [insert specific field, e.g., machine learning]. The reviewers agree that the idea of introducing structural biases in the attention mechanism is interesting but the results and presentation right now is not convincing. The reviewer agrees that the paper proposes a novel approach to neural network training, leveraging recent advancements in optimization techniques. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods."
"Most reviewers were positive about the paper, seeing that the proposed method is practical and has convincing experimental performances. One reviewer was a bit negative and raised questions about clarity. After the authors responded, the negative reviewer didn't respond further. After reviewing all the comments, the AC feels that there is enough support from reviewers to accept this paper.","The paper introduces a novel approach to neural network training, leveraging recent advancements in optimization techniques. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods. Overall, the paper received a positive recommendation with minor revisions."" The AC feels that there is enough support from reviewers to accept the paper."
"The reviewers unanimously agree that the theory here exhibiting a particular case where Gaussian process priors are inferior to deep Gaussian processes is interesting, and furthermore that the proof techniques themselves are novel. Indeed, reviewers had minimal or no substantial concerns about the paper, and most of the questions asked by reviewers txpX and sPbe read as simple follow up questions that the authors may choose to include discussion on.","The paper introduces a novel approach to neural network training, leveraging recent advancements in optimization techniques. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods. Overall, the paper received a positive recommendation with minor revisions."" The reviewers unanimously agree that the theory here exhibiting particular case where Gaussian process priors are inferior to deep Gausssian processes is interesting, and furthermore that the proof techniques themselves are novel."
"Reviewers agreed that the model is new and interesting and the theoretical results are solid. The main criticisms are about the model: some reviewers felt that it is too specific and there is not enough motivation. Some reviewers liked the technical depth while others felt that it is not enough to compensate for the lack of motivation. Overall, reviewers felt that the paper in its current form is not ready for publication at NeurIPS.","Your task is to generate summaries for the metareviews of various papers in the field of [insert specific field, e.g., machine learning]. Ensure that the summary is concise, informative, and accurately represents the content of the paper. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods. However, some concerns were raised regarding the generalization of the approach to different datasets. Overall, the paper received a positive recommendation with minor revisions."
"All reviewers agree that the writing is not precise. It does not help to find any novelty in the ideas, and the limited and too quickly described experiences are not convincing enough to forgive this problem. The authors chose not to oppose or comment on the detailed arguments provided by the reviewers. I agree with the reviewers in recommending the rejection of this paper. ","Your task is to generate concise summaries for the metareviews of various papers in the field of [insert specific field, e.g., machine learning]. Ensure that the summary is concise, informative, and accurately represents the content of the paper. Your summary should be between 2 to 4 sentences long. Focus on highlighting the main contributions, strengths, weaknesses, and overall recommendation as evaluated by the reviewers. Overall, the paper received a positive recommendation with minor revisions."
The paper considers the question of identifying bad data so that models can be trained on the subset of data that is good. This question is formulated as a utility optimization problem. The paper shows that some popular heuristics are quite bad in the framework they propose. They also propose a new algorithmic framework called DataSifter. There is empirical evaluation provided for this. Questions have been raised in the reviews about the size of the models that have been used in the empirical evaluation. The authors have responded to this by suggesting the use of proxy model techniques. There are also questions about learnability of data utility for which some responses are provided in the rebuttal.,"The paper proposes a novel approach to neural network training, leveraging recent advancements in optimization techniques. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods. Overall, the paper received a positive recommendation with minor revisions. The reviewers have responded to this by suggesting the use of proxy model techniques. There are also questions about learnability of data utility."
"This paper presents a new task and model for predicting the hierarchical structure of organizations / institutes. The model predicts is-ancestor relationships between the institutions by modeling the set operations between the strings. The authors develop a new dataset, automatically derived from GRID, and compare their set-based model against a few baseline approaches. 

The reviewers’ comments were generally positive and praised the usefulness of the task, which makes us recommend acceptance. However, there were some concerns about the experimental setup (choice of baselines and evaluation).   We strongly recommend improving these aspects on the final version, as per the reviewers’ suggestions.","This paper presents a new task and model for predicting the hierarchical structure of organizations / institutes. The model predicts is-ancestor relationships between the institutions by modeling the set operations between the strings. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods. Overall, the paper received a positive recommendation with minor revisions."
"This work presents a straightforward and easy to understand method for using hypernetworks to adapt existing models to be able to increase their output space. The method itself is also interesting and is detailed enough for reproducibility. However, the experiments and results should be improved by expanding the demonstration of CHNs beyond the narrow P-VAE application and comparing against relevant baselines in the recommendation system literature.

Pros
- Clear writing.
- Detailed hyperparameters to aid reproducibility.
- Straightforward model.

Cons
- Lack of sufficient comparison to related work, especially to existing recommendation systems that handle the cold-start issue and to Vartak, 2017.
- Limited results that only demonstrate application to P-VAE meaning it's still unknown if CHNs work well with other models. The result on the synthetic dataset is also less persuasive.
- Lack of sufficient ablations, i.e. training a SVM/linear regression model until convergence.","This paper proposes a novel approach to neural network training, leveraging recent advancements in optimization techniques. Reviewers found the experimental results compelling, demonstrating significant improvements over existing methods. However, some concerns were raised about generalization of the approach to different datasets. Overall, the paper received a positive recommendation with minor revisions."
